Gender,Age,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobSatisfaction,MaritalStatus,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,MonthlyIncome
Female,32,Travel_Rarely,Research & Development,3,College,High,39,Very High,Single,No,15,10,Better,7,11159
Male,47,Travel_Rarely,Sales,14,Master,Very High,42,Low,Single,No,12,20,Better,7,4960
Male,40,Travel_Frequently,Sales,5,Master,Very High,48,Low,Married,Yes,21,20,Better,18,10475
Male,53,Travel_Rarely,Research & Development,7,Bachelor,High,59,High,Married,No,19,32,Better,5,14814
Male,41,Travel_Rarely,Human Resources,10,Master,Medium,73,Very High,Divorced,No,15,23,Good,21,19141
Male,60,Travel_Rarely,Sales,16,Master,Low,84,Low,Single,No,14,10,Better,2,5405
Male,27,Travel_Frequently,Research & Development,10,College,Very High,32,Low,Divorced,No,21,9,Good,9,8793
Male,41,Travel_Rarely,Human Resources,1,Bachelor,Very High,59,High,Married,No,12,22,Better,22,19189
Male,50,Travel_Rarely,Sales,8,Master,Very High,54,Medium,Married,No,15,4,Better,2,3875
Female,28,Travel_Rarely,Research & Development,1,College,Low,67,Medium,Single,Yes,13,10,Better,7,2216
Female,36,Non-Travel,Research & Development,8,Bachelor,Low,63,Low,Married,No,14,10,Better,8,11713
Female,38,Travel_Rarely,Research & Development,1,Bachelor,High,81,High,Single,Yes,14,10,Best,1,7861
Male,44,Non-Travel,Research & Development,24,Bachelor,Low,49,High,Single,No,14,9,Better,5,3708
Female,47,Travel_Frequently,Sales,3,Bachelor,Very High,49,High,Divorced,Yes,12,28,Good,22,13770
Male,30,Travel_Rarely,Sales,27,Doctor,High,99,Very High,Divorced,No,23,10,Good,8,5304
Male,29,Travel_Rarely,Sales,10,Bachelor,High,99,High,Single,No,11,1,Better,1,2642
Male,42,Travel_Frequently,Research & Development,19,Bachelor,High,57,High,Divorced,Yes,12,7,Better,2,2759
Male,43,Travel_Frequently,Sales,15,Bachelor,Very High,47,Very High,Married,No,18,7,Better,2,6804
Female,34,Travel_Rarely,Research & Development,8,College,Medium,96,High,Single,No,11,10,Better,5,6142
Male,23,Travel_Rarely,Research & Development,9,Highschool,Medium,37,Low,Married,No,14,5,Best,4,2500
Female,39,Travel_Rarely,Human Resources,3,Bachelor,High,44,Medium,Married,No,15,12,Bad,8,6389
Male,56,Travel_Rarely,Research & Development,9,Bachelor,High,81,Very High,Married,No,11,30,Good,10,11103
Female,40,Travel_Rarely,Research & Development,2,Highschool,Very High,86,Very High,Single,Yes,20,5,Good,4,2342
Female,27,Travel_Rarely,Research & Development,7,Bachelor,Very High,55,Low,Single,No,19,9,Bad,7,6811
Male,29,Travel_Rarely,Sales,10,Bachelor,Very High,83,Medium,Divorced,No,14,2,Better,2,2297
Male,53,Travel_Rarely,Research & Development,6,Bachelor,Very High,86,Very High,Single,No,17,19,Better,2,2450
Female,35,Non-Travel,Research & Development,2,Master,Very High,61,Low,Divorced,No,11,16,Best,1,5093
Male,32,Travel_Frequently,Research & Development,24,Master,Low,80,Very High,Married,No,15,10,Better,10,5309
Male,38,Travel_Rarely,Research & Development,2,Doctor,Very High,92,High,Married,Yes,13,6,Bad,1,3057
Female,34,Travel_Rarely,Research & Development,8,Doctor,Medium,32,Low,Divorced,No,14,7,Better,0,5121
Male,52,Travel_Rarely,Sales,3,Master,High,31,Low,Married,No,11,34,Best,34,16856
Male,33,Travel_Rarely,Research & Development,1,Master,Very High,63,Very High,Single,Yes,13,10,Good,10,2686
Female,25,Travel_Rarely,Sales,26,Highschool,High,32,Very High,Single,No,23,6,Good,6,6180
Male,45,Travel_Rarely,Sales,2,College,Medium,46,High,Single,No,13,9,Better,8,6632
Male,23,Travel_Rarely,Research & Development,10,Highschool,Low,79,High,Single,No,18,2,Better,2,3505
Female,47,Travel_Frequently,Sales,27,College,Medium,77,High,Single,Yes,12,8,Better,5,6397
Male,34,Travel_Rarely,Sales,2,Bachelor,Very High,60,Very High,Single,No,22,6,Better,6,6274
Male,55,Travel_Rarely,Research & Development,2,Bachelor,Very High,78,Low,Married,Yes,13,24,Better,5,19859
Male,36,Non-Travel,Sales,8,Master,Low,76,Low,Single,No,15,10,Better,10,7587
Male,52,Non-Travel,Research & Development,19,Master,Very High,41,Very High,Married,No,18,5,Better,4,4258
Female,26,Travel_Frequently,Research & Development,1,College,Low,71,Very High,Divorced,No,14,5,Better,2,4364
Female,29,Travel_Rarely,Research & Development,27,Bachelor,Medium,66,High,Married,No,12,11,Good,8,4335
Male,26,Travel_Rarely,Sales,8,Bachelor,Very High,38,Low,Single,No,17,6,Good,4,5326
Female,34,Travel_Rarely,Research & Development,1,Master,Medium,72,Very High,Single,No,16,10,Better,4,3280
Female,54,Travel_Rarely,Research & Development,19,Master,Very High,95,Low,Divorced,Yes,11,9,Better,5,5485
Male,27,Travel_Frequently,Sales,8,Highschool,High,84,Very High,Married,No,19,5,Better,4,4342
Female,37,Travel_Rarely,Research & Development,10,Highschool,Very High,82,Low,Divorced,Yes,13,6,Good,5,2782
Female,38,Travel_Frequently,Research & Development,2,Master,Low,75,Low,Single,Yes,12,17,Better,15,5980
Female,34,Travel_Rarely,Research & Development,2,Master,High,86,Low,Single,No,11,6,Better,6,4381
Female,35,Travel_Rarely,Sales,8,Master,Low,72,Very High,Married,No,16,3,Good,3,2572
Male,30,Travel_Rarely,Research & Development,1,Bachelor,Very High,38,High,Married,No,21,7,Better,2,3833
Female,40,Travel_Frequently,Research & Development,2,College,High,38,Medium,Married,No,24,8,Better,8,4244
Female,34,Travel_Rarely,Sales,8,College,High,93,Low,Married,No,17,6,Better,3,6500
Male,42,Travel_Frequently,Research & Development,8,Bachelor,Medium,66,Very High,Divorced,No,13,24,Good,24,18430
Male,23,Travel_Rarely,Research & Development,6,Bachelor,High,63,Low,Married,Yes,21,1,Better,0,1601
Male,24,Non-Travel,Research & Development,9,Bachelor,High,60,Medium,Divorced,No,11,1,Better,1,2694
Female,52,Travel_Rarely,Research & Development,11,Master,Very High,82,High,Married,No,20,9,Better,5,3149
Male,50,Travel_Rarely,Research & Development,2,Bachelor,High,64,High,Married,No,16,30,Better,4,17639
Female,29,Travel_Rarely,Research & Development,1,College,Medium,36,Low,Married,Yes,11,1,Better,1,2319
Male,33,Travel_Rarely,Research & Development,7,Bachelor,High,49,High,Married,No,11,14,Best,13,11691
Female,33,Travel_Rarely,Sales,16,Bachelor,Low,69,Low,Single,No,15,6,Better,3,5324
Female,47,Travel_Rarely,Research & Development,2,College,High,33,Very High,Married,Yes,11,26,Good,26,16752
Female,36,Travel_Rarely,Research & Development,1,Bachelor,High,35,Medium,Married,No,15,10,Better,9,5228
Male,29,Travel_Rarely,Research & Development,23,College,High,81,High,Married,No,24,10,Better,10,2700
Male,58,Travel_Rarely,Research & Development,2,Master,Very High,31,Medium,Single,Yes,12,40,Better,31,19246
Female,35,Travel_Rarely,Research & Development,1,Master,Very High,40,High,Single,No,13,7,Better,2,2506
Female,42,Travel_Rarely,Research & Development,1,College,Very High,43,Very High,Married,Yes,13,8,Better,4,6062
Male,28,Travel_Rarely,Research & Development,2,Master,High,46,High,Single,No,17,5,Good,2,4382
Male,36,Travel_Rarely,Human Resources,13,Bachelor,High,36,Medium,Married,No,13,8,Better,5,2143
Female,32,Travel_Rarely,Research & Development,4,Bachelor,High,98,High,Married,No,12,14,Better,14,6162
Male,40,Travel_Frequently,Research & Development,16,Master,Low,51,High,Single,No,14,10,Better,1,5094
Female,30,Travel_Rarely,Research & Development,2,Bachelor,High,52,Very High,Single,Yes,24,12,Good,0,6877
Female,45,Travel_Rarely,Research & Development,2,Bachelor,Medium,95,High,Single,No,14,1,Better,1,2274
Male,42,Travel_Rarely,Research & Development,29,Bachelor,Medium,98,Medium,Married,No,13,10,Good,9,4434
Male,38,Travel_Frequently,Research & Development,12,Bachelor,Low,45,Low,Divorced,No,15,13,Good,4,6288
Female,34,Travel_Frequently,Research & Development,16,Master,High,100,Very High,Single,No,16,6,Better,5,2553
Female,49,Travel_Rarely,Sales,11,Bachelor,High,43,Very High,Married,No,18,9,Best,9,7654
Male,55,Travel_Rarely,Sales,2,Highschool,High,37,Very High,Single,No,16,12,Good,9,5160
Male,43,Travel_Rarely,Research & Development,14,College,Medium,94,Low,Married,No,24,22,Better,4,17159
Male,27,Travel_Rarely,Research & Development,5,Highschool,High,42,Very High,Divorced,Yes,16,9,Better,9,12808
Male,35,Travel_Rarely,Research & Development,7,Bachelor,High,59,High,Single,No,21,17,Best,8,10221
Female,28,Travel_Rarely,Sales,2,Master,Medium,81,Medium,Married,Yes,20,8,Better,8,4779
Male,34,Travel_Rarely,Human Resources,3,College,High,88,Very High,Married,No,19,4,Bad,3,3737
Female,26,Travel_Frequently,Research & Development,5,College,High,88,High,Married,Yes,14,8,Better,8,2366
Male,27,Non-Travel,Research & Development,3,Bachelor,Very High,50,Very High,Married,No,11,0,Good,0,1706
Female,51,Travel_Rarely,Sales,26,Master,Low,66,High,Married,No,14,29,Good,20,16307
Male,44,Travel_Rarely,Research & Development,4,Bachelor,Very High,50,Medium,Single,No,12,10,Good,5,5933
Male,25,Travel_Rarely,Research & Development,2,Highschool,Low,65,Low,Single,No,13,6,Good,4,3424
Male,33,Travel_Rarely,Sales,1,Bachelor,Low,48,Low,Divorced,No,22,9,Better,9,4037
Female,35,Travel_Rarely,Research & Development,27,Highschool,High,53,Low,Single,No,11,6,Good,6,2559
Male,36,Travel_Rarely,Sales,1,College,Medium,56,Very High,Married,Yes,14,18,Good,18,6201
Male,32,Travel_Rarely,Sales,13,Master,Medium,73,Very High,Divorced,No,11,8,Good,5,4403
Male,30,Travel_Frequently,Research & Development,5,Master,Medium,75,Very High,Divorced,No,12,10,Good,5,3761
Female,53,Travel_Rarely,Sales,7,College,Low,78,Very High,Married,Yes,18,35,Better,5,10934
Male,45,Travel_Rarely,Sales,9,Bachelor,Very High,74,Low,Divorced,Yes,12,18,Better,5,10761
Female,32,Travel_Rarely,Research & Development,8,College,High,91,High,Married,No,12,9,Good,5,5175
Female,52,Travel_Frequently,Research & Development,25,Master,High,81,Very High,Married,No,22,31,Better,9,13826
Male,37,Travel_Rarely,Sales,16,Master,Very High,66,High,Divorced,No,19,9,Better,1,6334
Male,28,Travel_Rarely,Human Resources,8,College,Medium,63,Very High,Divorced,No,13,6,Better,5,4936
Male,22,Travel_Rarely,Research & Development,1,College,Very High,33,Very High,Married,No,22,4,Bad,2,4775
Male,44,Travel_Rarely,Research & Development,8,Master,Low,62,Very High,Married,Yes,24,10,Good,3,2818
Male,42,Travel_Frequently,Research & Development,2,Highschool,Medium,35,Very High,Single,Yes,14,8,Better,2,2515
Male,36,Travel_Rarely,Human Resources,8,Bachelor,Low,77,Low,Married,No,21,6,Better,5,2342
Male,25,Travel_Rarely,Sales,3,Highschool,High,98,Low,Married,Yes,18,5,Better,5,4194
Female,35,Travel_Rarely,Research & Development,9,Bachelor,Very High,66,High,Married,Yes,20,17,Better,17,10685
Female,35,Travel_Frequently,Research & Development,25,Master,Very High,96,Medium,Divorced,Yes,19,10,Good,10,2022
Male,32,Non-Travel,Research & Development,1,Bachelor,Very High,61,Very High,Divorced,No,12,4,Better,3,2314
Male,25,Travel_Rarely,Sales,4,Highschool,High,87,Low,Married,No,12,5,Best,5,4256
Female,49,Travel_Rarely,Research & Development,1,Bachelor,High,36,Low,Married,No,16,7,Better,4,3580
Male,24,Non-Travel,Research & Development,4,Highschool,Low,46,Very High,Married,No,17,6,Good,5,3162
Male,32,Travel_Frequently,Sales,5,College,Medium,48,Medium,Married,No,14,10,Better,10,6524
Male,38,Travel_Rarely,Sales,9,Bachelor,Medium,98,Medium,Married,No,19,3,Better,2,2899
Female,42,Travel_Rarely,Research & Development,3,Bachelor,High,95,Very High,Married,Yes,13,17,Good,5,5231
Male,31,Travel_Rarely,Research & Development,11,Master,Very High,48,Very High,Married,Yes,19,8,Better,6,2356
Female,29,Travel_Rarely,Sales,1,Bachelor,Medium,48,High,Divorced,Yes,19,5,Better,3,2800
Male,53,Travel_Rarely,Sales,8,Bachelor,Low,73,Very High,Married,No,14,28,Better,2,11836
Male,35,Travel_Rarely,Research & Development,25,Bachelor,Very High,78,Medium,Married,No,16,16,Better,13,10903
Female,37,Travel_Frequently,Sales,21,College,High,54,Very High,Married,No,15,10,Better,5,2973
Female,53,Travel_Rarely,Research & Development,23,Master,Very High,72,Very High,Single,No,18,33,Better,12,14275
Female,43,Travel_Frequently,Research & Development,1,Bachelor,Very High,33,Very High,Married,No,13,12,Good,5,5562
Female,47,Travel_Rarely,Sales,2,College,High,35,Very High,Married,Yes,22,8,Better,7,4537
Male,37,Non-Travel,Sales,19,College,Low,32,Medium,Single,Yes,13,10,Better,10,7642
Male,50,Non-Travel,Research & Development,2,Master,Low,98,Low,Divorced,No,11,31,Better,31,17924
Female,39,Travel_Rarely,Human Resources,2,Bachelor,Very High,42,Very High,Married,No,11,13,Better,5,5204
Male,33,Travel_Rarely,Human Resources,3,College,Very High,57,Medium,Divorced,Yes,11,7,Best,4,2277
Male,32,Travel_Rarely,Research & Development,25,Master,Low,87,Very High,Single,Yes,24,1,Bad,1,2795
Female,29,Travel_Rarely,Research & Development,7,Highschool,Low,62,Very High,Divorced,No,14,8,Better,4,2532
Male,44,Travel_Rarely,Research & Development,9,College,Medium,61,Low,Married,Yes,13,8,Better,8,2559
Male,28,Travel_Rarely,Sales,5,Master,Low,98,Very High,Single,No,14,4,Better,4,4908
Male,58,Travel_Frequently,Research & Development,2,Highschool,Very High,57,Very High,Divorced,Yes,14,3,Good,1,2380
Female,43,Travel_Rarely,Research & Development,8,Bachelor,Low,55,Medium,Divorced,No,21,4,Best,1,4765
Female,20,Travel_Rarely,Sales,2,Bachelor,High,49,High,Single,No,13,2,Good,2,2044
Female,21,Travel_Rarely,Research & Development,18,Highschool,Very High,65,Very High,Single,No,19,1,Good,1,2693
Male,36,Travel_Rarely,Research & Development,14,Highschool,High,68,Very High,Married,Yes,17,17,Good,16,6586
Female,47,Travel_Rarely,Sales,2,Master,Very High,65,Very High,Single,Yes,18,3,Good,3,3294
Female,22,Travel_Rarely,Research & Development,3,Highschool,Medium,34,High,Married,Yes,19,4,Best,3,4171
Female,41,Travel_Rarely,Research & Development,2,Master,Medium,57,Very High,Divorced,Yes,13,10,Good,7,2778
Female,28,Travel_Rarely,Research & Development,9,Bachelor,High,77,High,Divorced,No,18,6,Better,2,2377
Male,39,Travel_Rarely,Research & Development,6,Bachelor,Very High,70,Low,Married,Yes,21,8,Bad,2,2404
Female,27,Travel_Rarely,Research & Development,4,Bachelor,Medium,76,High,Single,No,19,1,Better,1,2318
Male,34,Travel_Rarely,Research & Development,10,Bachelor,Medium,83,Medium,Divorced,No,14,1,Better,1,2008
Female,42,Travel_Rarely,Sales,14,College,High,68,High,Single,No,17,10,Better,5,6244
Male,33,Travel_Rarely,Research & Development,1,Master,High,100,Low,Single,Yes,11,6,Better,3,2799
Female,58,Travel_Rarely,Research & Development,5,Bachelor,High,37,Medium,Divorced,Yes,13,24,Better,6,10552
Male,31,Travel_Rarely,Sales,7,Master,Medium,41,High,Married,No,15,13,Best,7,2329
Female,35,Travel_Rarely,Research & Development,21,Highschool,Very High,51,Very High,Married,Yes,25,10,Bad,10,4014
Female,49,Travel_Rarely,Research & Development,8,College,Low,51,Medium,Married,No,11,29,Good,26,7403
Male,48,Travel_Rarely,Research & Development,20,Master,Very High,51,High,Married,No,17,13,Good,0,2259
Female,31,Non-Travel,Sales,20,College,Very High,45,High,Married,No,13,9,Good,9,6932
Male,36,Travel_Rarely,Research & Development,7,Master,Medium,65,Very High,Single,No,18,8,Better,6,4678
Female,38,Travel_Rarely,Research & Development,1,Bachelor,Very High,80,Low,Married,No,13,15,Better,15,13582
Female,32,Non-Travel,Research & Development,1,Bachelor,High,70,Medium,Married,No,20,5,Better,3,2332
Male,25,Travel_Rarely,Sales,19,College,High,36,Medium,Married,Yes,18,1,Better,1,2413
Male,40,Travel_Rarely,Sales,10,Master,Low,67,Medium,Divorced,No,12,11,Good,1,9705
Male,26,Travel_Frequently,Sales,1,Bachelor,High,52,Low,Single,No,12,7,Better,7,4294
Male,41,Travel_Rarely,Research & Development,6,Bachelor,Very High,59,Low,Single,Yes,13,20,Better,18,4721
Male,36,Travel_Rarely,Research & Development,2,Master,High,79,High,Single,No,21,16,Better,11,2519
Male,19,Travel_Rarely,Sales,21,Bachelor,Very High,37,Medium,Single,Yes,13,1,Best,1,2121
Male,20,Travel_Rarely,Research & Development,4,Bachelor,Low,84,Low,Single,No,19,1,Better,1,2973
Female,31,Travel_Rarely,Research & Development,12,Bachelor,Very High,41,Very High,Married,Yes,11,10,Bad,9,5855
Male,40,Travel_Frequently,Research & Development,9,Master,Very High,35,Medium,Divorced,Yes,14,3,Better,1,3617
Female,32,Travel_Rarely,Research & Development,3,Master,High,93,Low,Married,No,12,8,Best,8,6725
Male,36,Travel_Rarely,Sales,3,Highschool,High,51,Very High,Married,Yes,11,16,Better,16,10325
Female,33,Travel_Rarely,Research & Development,1,Bachelor,Medium,42,Very High,Single,No,14,6,Better,5,6949
Male,37,Travel_Rarely,Sales,1,Master,Low,46,High,Married,No,11,17,Bad,14,10609
Male,45,Non-Travel,Research & Development,4,College,High,57,Medium,Married,No,12,9,Good,9,4447
Female,29,Travel_Frequently,Sales,20,Bachelor,High,84,Very High,Married,No,15,3,Better,3,2157
Female,35,Travel_Rarely,Sales,18,Bachelor,High,86,High,Married,No,16,5,Better,5,4601
Male,52,Travel_Rarely,Research & Development,1,College,Very High,70,Very High,Married,No,15,26,Good,9,17099
Male,58,Travel_Rarely,Research & Development,2,Bachelor,Very High,51,High,Single,No,24,7,Better,1,2479
Male,53,Travel_Rarely,Sales,2,College,High,45,High,Divorced,No,13,22,Best,17,14852
Male,30,Travel_Rarely,Sales,8,College,High,62,High,Divorced,No,11,10,Best,8,7264
Female,38,Non-Travel,Sales,10,Bachelor,High,85,Very High,Single,Yes,13,6,Better,5,5666
Male,35,Travel_Rarely,Sales,3,Master,Very High,92,Very High,Divorced,No,13,12,Better,10,7823
Male,39,Travel_Rarely,Sales,2,Doctor,Low,41,High,Single,No,18,9,Better,8,7880
Female,40,Non-Travel,Sales,24,Bachelor,Medium,100,Medium,Single,Yes,16,22,Good,1,13194
Male,47,Travel_Frequently,Research & Development,16,Master,High,64,High,Divorced,Yes,19,20,Best,19,5067
Male,36,Non-Travel,Sales,8,Master,Low,84,Very High,Divorced,No,13,12,Better,7,5079
Male,31,Non-Travel,Research & Development,9,College,High,46,Low,Single,Yes,22,4,Better,3,2321
Male,33,Non-Travel,Sales,17,Bachelor,Very High,38,High,Single,No,11,10,Better,10,17444
Female,29,Travel_Rarely,Research & Development,10,Bachelor,Very High,92,Low,Single,Yes,20,3,Better,0,2404
Female,33,Travel_Rarely,Research & Development,13,Highschool,Medium,53,Very High,Single,No,18,5,Better,3,3452
Female,45,Travel_Rarely,Research & Development,1,Master,Very High,91,Very High,Divorced,No,14,8,Better,5,2270
Male,50,Travel_Rarely,Research & Development,1,College,Very High,66,Very High,Divorced,No,22,32,Good,5,17399
Female,33,Travel_Frequently,Research & Development,1,Master,High,84,Medium,Married,Yes,13,6,Better,6,5488
Male,41,Travel_Frequently,Research & Development,9,Bachelor,Low,64,High,Divorced,No,17,21,Best,18,19419
Female,27,Travel_Rarely,Research & Development,16,Master,High,37,Medium,Married,No,14,4,Better,2,2811
Male,45,Non-Travel,Research & Development,23,College,Very High,42,Low,Married,Yes,15,9,Better,9,3633
Female,47,Travel_Rarely,Sales,4,College,Very High,83,Very High,Single,Yes,17,9,Better,9,4163
Female,30,Travel_Rarely,Research & Development,22,Bachelor,Low,48,High,Married,Yes,11,7,Better,5,2132
Male,50,Travel_Rarely,Research & Development,24,Bachelor,Very High,95,High,Married,Yes,18,22,Better,12,13973
Male,38,Travel_Frequently,Research & Development,10,Highschool,High,66,High,Married,No,17,3,Good,2,2684
Male,46,Travel_Rarely,Research & Development,7,College,Very High,75,High,Divorced,No,13,13,Better,8,10845
Female,24,Travel_Rarely,Research & Development,17,Highschool,Very High,41,High,Divorced,No,15,5,Better,4,4377
Male,35,Travel_Rarely,Research & Development,14,Master,High,39,Medium,Divorced,Yes,24,5,Bad,4,3743
Female,31,Travel_Frequently,Research & Development,1,Highschool,High,96,Low,Married,No,12,4,Better,4,4148
Male,18,Non-Travel,Research & Development,5,College,Medium,73,Very High,Single,No,15,0,Better,0,1051
Female,54,Travel_Rarely,Research & Development,17,Bachelor,High,56,High,Married,No,11,22,Better,10,10739
Female,35,Travel_Rarely,Research & Development,25,Master,High,57,High,Divorced,Yes,11,16,Good,16,10388
Female,30,Travel_Rarely,Research & Development,8,College,Medium,73,Low,Married,Yes,12,9,Good,8,11416
Female,20,Travel_Rarely,Research & Development,11,Bachelor,Very High,98,Low,Single,Yes,15,1,Better,1,2600
Female,30,Travel_Frequently,Research & Development,5,Bachelor,Medium,60,Medium,Single,No,17,4,Better,3,2422
Male,26,Travel_Rarely,Research & Development,2,College,Very High,32,Very High,Married,No,12,8,Better,8,5472
Male,22,Travel_Rarely,Research & Development,8,Highschool,Medium,94,Low,Married,No,15,4,Good,4,2451
Male,48,Travel_Rarely,Research & Development,6,Bachelor,Low,97,High,Single,No,13,19,Better,2,4240
Male,48,Travel_Rarely,Research & Development,4,Master,High,78,High,Single,No,14,27,Better,15,10999
Female,41,Travel_Rarely,Research & Development,7,College,Very High,42,High,Single,No,14,8,Better,2,5003
Female,39,Travel_Rarely,Research & Development,1,Highschool,Very High,65,Very High,Married,No,16,21,Better,21,12742
Female,27,Travel_Rarely,Research & Development,2,Master,Low,47,Very High,Married,No,18,4,Better,3,4227
Male,35,Travel_Rarely,Research & Development,10,Bachelor,Medium,45,Very High,Divorced,No,20,3,Good,3,3917
Male,42,Travel_Rarely,Sales,5,College,Very High,90,High,Married,No,13,21,Best,1,18303
Male,50,Travel_Rarely,Research & Development,9,Bachelor,Low,64,Very High,Married,No,18,8,Better,1,2380
Female,59,Travel_Rarely,Research & Development,2,Bachelor,High,69,Very High,Single,Yes,13,30,Better,5,13726
Female,37,Travel_Rarely,Research & Development,11,College,Low,61,Medium,Married,No,15,15,Bad,1,4777
Male,55,Travel_Frequently,Research & Development,18,Master,High,62,Medium,Married,Yes,14,17,Better,8,6385
Female,41,Non-Travel,Research & Development,7,Highschool,Medium,55,High,Divorced,No,22,21,Better,21,19973
Male,38,Travel_Rarely,Sales,3,Master,Medium,42,Very High,Single,Yes,12,19,Better,1,6861
Male,26,Non-Travel,Sales,29,College,Medium,79,Low,Single,No,18,7,Better,2,4969
Female,52,Travel_Rarely,Sales,2,Highschool,Low,57,Very High,Married,No,15,33,Better,32,19845
Female,44,Travel_Rarely,Sales,28,Bachelor,Very High,53,Very High,Married,Yes,18,23,Better,12,13320
Female,50,Non-Travel,Sales,1,Bachelor,Very High,95,High,Married,No,12,19,Better,18,6347
Female,36,Travel_Rarely,Research & Development,16,Master,High,43,Low,Single,No,16,18,Better,17,2743
Female,39,Travel_Frequently,Research & Development,22,Bachelor,Very High,82,Low,Single,Yes,13,21,Better,21,10880
Female,33,Non-Travel,Sales,8,Highschool,Medium,88,Very High,Single,No,19,3,Good,2,2342
Female,45,Travel_Rarely,Sales,11,College,Very High,90,Very High,Married,No,13,26,Best,9,17650
Female,32,Non-Travel,Research & Development,29,Master,Very High,69,High,Single,No,12,10,Better,8,4025
Male,34,Travel_Rarely,Sales,1,Master,Medium,75,Very High,Divorced,No,11,16,Good,15,9725
Male,59,Travel_Rarely,Sales,1,College,Medium,66,Very High,Married,Yes,14,14,Bad,6,11904
Male,45,Travel_Rarely,Human Resources,24,Master,Medium,36,Medium,Single,No,16,6,Better,6,2177
Female,53,Travel_Frequently,Sales,2,Bachelor,High,38,Medium,Married,No,12,30,Better,15,7525
Male,36,Travel_Rarely,Research & Development,15,Bachelor,Low,81,High,Divorced,No,14,9,Good,1,4834
Male,26,Travel_Frequently,Research & Development,2,Bachelor,Low,57,Low,Married,Yes,14,6,Better,3,2042
Female,34,Travel_Rarely,Sales,10,Master,High,87,High,Married,Yes,19,1,Better,1,2220
Male,28,Travel_Rarely,Sales,10,Highschool,Very High,74,Medium,Married,No,22,1,Better,1,1052
Male,38,Travel_Frequently,Research & Development,3,Master,High,44,High,Married,No,16,8,Better,2,2821
Male,50,Travel_Rarely,Research & Development,2,Master,Medium,62,High,Married,Yes,11,29,Good,8,19237
Female,37,Travel_Rarely,Research & Development,3,Bachelor,Very High,35,Medium,Single,No,15,8,Good,4,4107
Male,40,Travel_Rarely,Sales,26,Bachelor,High,74,Low,Married,No,14,8,Good,7,8396
Female,26,Travel_Frequently,Research & Development,1,Highschool,Low,66,High,Divorced,No,13,5,Better,5,2007
Male,46,Travel_Rarely,Research & Development,1,Master,Very High,40,Very High,Divorced,No,17,23,Better,2,19627
Female,54,Travel_Rarely,Sales,2,Master,High,41,High,Married,No,11,13,Better,9,10686
Female,56,Travel_Frequently,Research & Development,9,Bachelor,Low,63,High,Married,No,19,18,Better,5,2942
Female,36,Travel_Rarely,Research & Development,12,Doctor,Very High,51,Very High,Single,No,11,15,Good,14,8858
Male,55,Non-Travel,Research & Development,2,Highschool,High,40,Low,Single,No,15,31,Best,9,16756
Male,43,Travel_Rarely,Sales,25,Bachelor,High,79,Very High,Divorced,No,13,18,Better,1,10798
Female,20,Travel_Frequently,Sales,9,Bachelor,Very High,54,Very High,Single,Yes,14,2,Better,2,2323
Female,21,Travel_Rarely,Research & Development,10,Bachelor,High,36,Low,Single,No,13,1,Good,1,1416
Female,46,Travel_Rarely,Research & Development,8,Master,Very High,74,Low,Divorced,Yes,23,19,Better,16,4615
Male,51,Travel_Rarely,Research & Development,4,Master,Low,34,High,Married,Yes,12,18,Best,10,2461
Male,28,Non-Travel,Research & Development,24,College,Medium,72,Low,Single,No,12,10,Good,10,8722
Male,26,Travel_Rarely,Research & Development,1,College,Low,59,Low,Married,No,16,6,Better,5,3955
Male,30,Travel_Rarely,Research & Development,20,Bachelor,High,85,Low,Married,No,15,7,Good,6,9957
Female,41,Travel_Rarely,Research & Development,7,College,Medium,43,High,Married,No,13,10,Better,10,3376
Female,38,Travel_Rarely,Research & Development,17,Highschool,High,65,High,Married,No,18,20,Good,19,8823
Male,40,Travel_Rarely,Research & Development,20,Master,Low,61,Very High,Married,No,20,14,Better,11,10322
Male,27,Non-Travel,Research & Development,8,Doctor,Low,87,High,Married,No,19,3,Better,3,4621
Male,55,Travel_Frequently,Research & Development,2,Highschool,Very High,65,Medium,Married,No,18,23,Better,3,10976
Female,28,Travel_Rarely,Research & Development,10,Bachelor,High,59,High,Single,No,13,10,Best,8,3660
Male,44,Travel_Rarely,Human Resources,1,College,Medium,91,Low,Married,No,14,24,Better,20,10482
Male,33,Travel_Rarely,Research & Development,5,Bachelor,Very High,34,Very High,Divorced,No,15,9,Better,3,7119
Male,35,Travel_Rarely,Sales,4,Bachelor,Very High,86,Low,Single,Yes,22,9,Better,8,9582
Female,33,Travel_Frequently,Research & Development,29,Master,Low,54,High,Single,No,22,14,Better,13,4508
Male,28,Travel_Rarely,Research & Development,15,College,Low,50,High,Divorced,No,16,4,Good,4,2207
Male,34,Travel_Frequently,Research & Development,3,Highschool,Low,45,Very High,Single,No,17,7,Good,6,7756
Female,37,Travel_Rarely,Sales,10,Master,Very High,88,Very High,Divorced,Yes,14,8,Better,1,6694
Male,25,Travel_Rarely,Research & Development,4,Highschool,Very High,32,Very High,Married,Yes,15,7,Best,7,3691
Male,26,Travel_Rarely,Research & Development,21,Bachelor,Low,37,High,Divorced,No,20,1,Good,1,2377
